"","countyfp","population","latitude","longitude","geo.display.label","median_house_value","total_units","median_rooms","mean_household_size_owners","mean_household_size_renters","built_2005_or_later","built_2000_to_2004","built_1990s","built_1980s","built_1970s","built_1960s","built_1950s","built_1940s","bedrooms_0","bedrooms_1","bedrooms_2","bedrooms_3","bedrooms_4","owners","renters","median_household_income","mean_household_income","vacant_ratio"
"111","1",3283,37.886917,-122.287531,"Census Tract 4206, Alameda County, California",714100,1311,5.5,2.5,2.52,0,0,1.8,0,2.1,4.6,10.8,7.9,0,12.1,39.1,35.1,7.9,72.3,27.7,107455,111933,0.07627765064836
"112","1",1992,37.899169,-122.266302,"Census Tract 4211, Alameda County, California",884500,891,6.5,2.44,3.92,2.1,1.3,2.1,2.9,7.5,2.5,16.6,15.3,0,2.5,19.2,46,28.2,94.1,5.9,168750,200929,0.0246913580246914
"113","1",3563,37.897263,-122.274705,"Census Tract 4212, Alameda County, California",999700,1538,7.4,2.61,1.43,0,0.5,1.4,2.6,4.1,2.3,11.6,4.1,3.2,0.7,9.2,37.4,34.9,92.1,7.9,157500,186191,0.0533159947984395
"114","1",3844,37.891135,-122.28171,"Census Tract 4213, Alameda County, California",871600,1751,6.2,2.48,2.06,0,0.5,0.8,1.8,1.4,4.2,8.1,4.1,0.5,11.5,23.9,38.3,17,82.4,17.6,116200,154589,0.0611079383209595
"115","1",1593,37.888419,-122.270734,"Census Tract 4214, Alameda County, California",896700,686,6.9,2.46,2.63,0,0.7,3.4,0,1.7,5.2,3.4,5.1,3.2,4.1,14.3,34.7,32.9,82.5,17.5,132258,175767,0
"116","1",3640,37.891531,-122.260296,"Census Tract 4215, Alameda County, California",912600,1681,6.3,2.37,2.1,0,1.3,1.7,0.7,3.4,11.5,26.3,13.4,3.2,8.9,17,41.8,22.4,83.1,16.9,134875,176674,0.0380725758477097
"117","1",3558,37.883504,-122.257426,"Census Tract 4216, Alameda County, California",901300,1704,6,2.46,1.68,0.8,0.9,1.3,6.3,2.2,8.8,22.8,6.3,7.1,16,16,30.2,20,72.8,27.2,121111,141483,0.0774647887323944
"118","1",3198,37.881464,-122.27027,"Census Tract 4217, Alameda County, California",699100,1728,4.3,2.53,2.28,0,1.6,4.9,6.4,7.5,10.8,16.5,6,4.6,29.5,35.4,21.5,5.8,37.3,62.7,80491,99156,0.0561342592592593
"119","1",2007,37.879992,-122.277817,"Census Tract 4218, Alameda County, California",694100,960,5.8,2.35,2.36,0.5,1,4.5,1,3.1,1,4.8,10.1,2.4,15,30.1,31.6,17.7,69,31,82917,105929,0.0833333333333333
"120","1",3632,37.879488,-122.289683,"Census Tract 4219, Alameda County, California",652900,1857,4.7,2.31,2.01,0,0,0.6,3.2,0,2.4,9.9,28.3,2.1,23.1,48.8,18.6,7,64.3,35.7,91774,108201,0.128163704900377
"121","1",1756,37.866514,-122.297361,"Census Tract 4220, Alameda County, California",489400,674,3.8,2.81,1.76,14.2,6.8,8.9,10.2,5.9,5.6,8.8,2.8,4.7,37.7,33.1,23.4,1,43.1,56.9,49773,72239,0.112759643916914
"122","1",2685,37.873165,-122.296631,"Census Tract 4221, Alameda County, California",613600,1156,4.2,2.43,1.98,0.6,2.3,0.9,1,7.8,8.8,14.6,33.4,4.4,21.8,44.4,23,5.4,47,53,43771,54928,0.104671280276817
"123","1",3144,37.87252,-122.288105,"Census Tract 4222, Alameda County, California",608800,1643,4.2,2.15,1.82,0,0,0,2.6,1.9,8.3,18.3,19.1,7.6,33.6,43.3,7.3,2.9,49,51,54083,87386,0.079123554473524
"124","1",3387,37.873995,-122.277501,"Census Tract 4223, Alameda County, California",638800,1813,4.2,2.31,2.12,4.2,2.2,3.8,4.4,9.6,6.9,10.1,6,9.9,28.3,35.5,17.4,5.7,44.1,55.9,48776,71676,0.120242691671263
"125","1",4196,37.875219,-122.269324,"Census Tract 4224, Alameda County, California",623000,2296,3.2,2.67,1.95,0.8,7.3,2.8,4.7,10.1,13.4,8.1,11.5,10.8,50.9,26.4,7.8,2.2,9.4,90.6,39083,60120,0.00522648083623693
"126","1",4658,37.876904,-122.259915,"Census Tract 4225, Alameda County, California",640300,1660,3.3,2.22,1.65,0,1.5,0,2.8,3.7,11,7.7,15.7,15.9,46.6,23.1,9,2.6,20.6,79.4,45875,77900,0.0680722891566265
"127","1",4885,37.867659,-122.251235,"Census Tract 4227, Alameda County, California",936400,1150,3.9,2.23,2.48,0,4.3,2.8,5.2,8.1,13.6,16.9,9.9,7,33,32.4,10.9,9.7,17.3,82.7,35352,59007,0.0756521739130435
"128","1",8368,37.866717,-122.258913,"Census Tract 4228, Alameda County, California",350000,1484,2.9,3.33,1.97,0,4,2.4,5.6,14.8,12.8,9.6,11.2,21.2,53.9,13.7,3.6,5.1,0.2,99.8,25145,28492,0.0714285714285714
"129","1",4396,37.867025,-122.277077,"Census Tract 4230, Alameda County, California",576200,2177,4.4,2.73,2.1,0,0.9,5.7,2.2,5.8,8.2,10.8,11.6,2.7,24.7,44.1,22.3,5.1,44.6,55.4,75030,89394,0.0307762976573266
"130","1",3964,37.866041,-122.285919,"Census Tract 4231, Alameda County, California",587000,2006,4,2.67,1.83,1,3.4,0.9,4.3,3,9.9,15,10.9,9.5,29.2,38.2,16.2,4.8,37.6,62.4,48956,63703,0.100199401794616
"131","1",2794,37.864428,-122.293691,"Census Tract 4232, Alameda County, California",498700,1188,4.5,3.14,2.33,0,0,1.9,6.1,6.2,13.2,13.7,11.4,8.9,24.3,29.9,25.8,8.7,38.4,61.6,48906,67469,0.0968013468013468
"132","1",3647,37.857371,-122.283915,"Census Tract 4233, Alameda County, California",541800,1693,4.8,2.86,1.94,2,0.4,0,1.6,1,11.6,10.2,13.7,3.2,28.2,33.4,29,5.8,56.6,43.4,53587,69354,0.0939161252215003
"133","1",4685,37.858202,-122.275892,"Census Tract 4234, Alameda County, California",554000,2243,4.2,2.46,1.96,1.9,1.3,0,1.7,5.2,14.3,19.2,5.8,6.1,27.9,38.7,16.2,9.6,38.1,61.9,38860,64697,0.098974587605885
"134","1",3118,37.859124,-122.267924,"Census Tract 4235, Alameda County, California",655900,1438,4.6,2.72,2.21,3.4,0,1.3,4.3,11.2,10.2,6.5,5.8,7,21.1,33.2,17.7,14.3,37.1,62.9,70863,76083,0.0730180806675939
"135","1",2642,37.858887,-122.258515,"Census Tract 4236.01, Alameda County, California",619400,1324,4.2,2.36,1.91,0,0,0.8,7.3,9.3,6.4,5.7,4.8,3.5,35.9,33.6,16.1,7.8,35.7,64.3,67865,87870,0.0596676737160121
"136","1",5659,37.863529,-122.258796,"Census Tract 4236.02, Alameda County, California",583300,2604,3.5,2.32,2.38,0,3.9,3.8,7.6,9.6,22.5,14.1,5,11.4,33.6,35.6,11.3,3.1,15.1,84.9,35589,52798,0.0602918586789555
"137","1",3633,37.862379,-122.250259,"Census Tract 4237, Alameda County, California",972900,1419,4.5,2.56,1.88,0,0.6,1.9,6.5,2.3,5.5,11.3,7,13.5,27.6,13.9,15.5,20.2,40.1,59.9,57875,105233,0.152219873150106
"138","1",2020,37.852678,-122.266679,"Census Tract 4239.01, Alameda County, California",402000,880,4.7,2.78,1.75,0,1.3,7.5,0,2.3,3.6,2.2,14.3,0.5,35.7,29.8,29.1,1,45.2,54.8,52962,69854,0.0852272727272727
"139","1",1552,37.854428,-122.257223,"Census Tract 4239.02, Alameda County, California",860200,812,4.4,2.31,1.74,0,0,0,0.7,9.2,1.1,7.1,8.4,6.4,37.6,22.9,17.4,9.4,32.4,67.6,76528,104487,0.0578817733990148
"140","1",3716,37.850293,-122.27484,"Census Tract 4240.01, Alameda County, California",587500,1614,4.1,3.28,2.36,0.5,4.3,1,1.2,8.2,7.1,12.9,14.4,4.6,25.7,47.9,15.4,5.1,21.1,78.9,43810,54286,0.101610904584882
"141","1",2172,37.850348,-122.281464,"Census Tract 4240.02, Alameda County, California",341200,1020,4.2,2.61,2.1,0,1.8,1.7,0,5.5,6.2,19.4,15.3,0,22.3,57.6,15.8,3.3,37.3,62.7,34565,50966,0.0529411764705882
"142","1",1596,37.838229,-122.301937,"Census Tract 4251.01, Alameda County, California",293200,1266,3.4,1.68,1.53,0,0,3.2,2.7,68.1,18.5,6.6,0,10.1,71.2,13,4.1,1.7,54.7,45.3,75778,102278,0
"143","1",2807,37.841394,-122.294966,"Census Tract 4251.02, Alameda County, California",487500,1810,3.4,1.52,1.46,9.7,21.9,18,47.1,3.4,0,0,0,12.8,55,28.9,3.3,0,25.6,74.4,69352,94321,0.201104972375691
"144","1",2502,37.843845,-122.289329,"Census Tract 4251.03, Alameda County, California",394800,1379,3.6,1.98,2.03,25.6,45.3,6.7,0,6.5,0,2.2,1.7,2.9,34.2,57.4,5.4,0,43.6,56.4,92174,109827,0.129804205946338
"145","1",3175,37.833049,-122.280897,"Census Tract 4251.04, Alameda County, California",329900,1797,3.6,2.07,1.9,10.2,4,18.8,6.2,3.1,5.8,12,6.2,12.7,44.4,27.4,13.6,1.1,25.3,74.7,50682,59392,0.109627156371731
"146","1",3646,37.764448,-122.23133,"Census Tract 4271, Alameda County, California",772900,1427,6.3,2.59,2.39,2.3,0,0,2,1.8,7,1.5,13.2,2.2,12.7,27.1,43.1,14.2,64.3,35.7,99000,117761,0.0637701471618781
"147","1",4107,37.771896,-122.248665,"Census Tract 4272, Alameda County, California",511700,1626,4.8,2.93,2.93,0,1.2,0,4.2,9.2,7,5.8,5.7,0,19.8,46.6,26,5.9,38.3,61.7,73482,86052,0.0904059040590406
"148","1",4896,37.778193,-122.267919,"Census Tract 4273, Alameda County, California",599600,2108,4.6,2.37,2.34,0.7,5.7,12.6,21.3,10.9,5.4,5.9,7.1,5.3,23.3,39.2,14.4,12.4,43.7,56.3,64390,95101,0.0820683111954459
"149","1",4722,37.777977,-122.283671,"Census Tract 4276, Alameda County, California",526000,1810,3.9,3.18,2.84,2.5,5.9,6.6,5.2,11.3,28.1,11.1,12.4,0.8,19.9,57.6,14.8,5.6,20.1,79.9,47460,56864,0.124309392265193
"150","1",4866,37.772383,-122.283805,"Census Tract 4277, Alameda County, California",648800,2409,3.9,2.25,2.08,0.4,0,0,9.2,23,6.4,4.3,15.3,2.9,40.3,26.8,23.1,6.3,38.1,61.9,60291,72342,0.0630967206309672
"151","1",4640,37.772007,-122.269339,"Census Tract 4278, Alameda County, California",657600,2113,4.4,2.97,2.05,0,0,0,4.9,5.1,9.3,9.4,10.4,5.3,27.4,37,17.8,7.6,41.6,58.4,77287,98438,0.0960719356365357
"152","1",4567,37.770244,-122.257843,"Census Tract 4279, Alameda County, California",712900,2227,4.3,2.55,1.87,0,0,0,1.5,5.9,4.4,6.4,4.6,3.1,31.6,33.7,18.1,9.6,40.8,59.2,72366,99066,0.0502918724741805
"153","1",2928,37.767344,-122.248509,"Census Tract 4280, Alameda County, California",456600,1388,3.8,3.43,2.22,0,0.6,0,1.9,23.5,8.3,7.3,10.6,4.8,35.2,44.3,11.1,3.2,18,82,53565,65666,0.0410662824207493
"154","1",4651,37.760085,-122.235134,"Census Tract 4281, Alameda County, California",662900,2023,5.1,2.6,2.06,0.3,0.9,3.2,4.2,13,7.8,4.3,5.2,7.1,13,41.4,26.2,11.8,52.1,47.9,84342,97979,0.0548690064260999
"155","1",6259,37.755936,-122.241445,"Census Tract 4282, Alameda County, California",646000,2616,5.4,2.81,2.37,0.6,0,0,3.8,10.7,19.9,19,6.1,4.4,11.6,28.7,41.4,10.7,59.9,40.1,90996,104798,0.0424311926605505
"156","1",6526,37.732329,-122.239647,"Census Tract 4283.01, Alameda County, California",577200,2491,5.6,2.58,2.98,0,0.4,13.8,17.9,24.4,33.9,3.9,3.9,0,1.7,20.2,62.8,13,83.9,16.1,93000,105245,0.0646326776395022
"157","1",7074,37.742265,-122.248442,"Census Tract 4283.02, Alameda County, California",762000,2670,6.3,2.74,2.69,0,0,17.6,66.4,14.9,0,0,0,0,2.1,14.8,40.5,35.6,87.6,12.4,132354,152379,0.0468164794007491
"158","1",4357,37.761732,-122.250698,"Census Tract 4284, Alameda County, California",571100,2015,4.2,2.54,2.24,0,0,0,3.5,19,18.3,8.6,3.9,2.2,29.3,44.3,18.3,2.7,33.5,66.5,54455,70596,0.090818858560794
"159","1",3183,37.760371,-122.258967,"Census Tract 4285, Alameda County, California",601300,1534,4,2.16,2.4,1.1,1.5,0.9,0,26.3,44.8,11,2.1,0,23.4,54.2,11.6,7.6,33.6,66.4,64784,81277,0.0658409387222947
"160","1",3271,37.764047,-122.269128,"Census Tract 4286, Alameda County, California",431300,1575,3.8,2.08,2.15,0,0,3,6.3,44.6,39.2,3.9,1.8,1.8,36.4,29.5,16.6,15.2,51.4,48.6,75039,82951,0.106666666666667
"161","1",4119,37.784171,-122.294078,"Census Tract 4287, Alameda County, California",839100,1490,5.4,3.24,2.6,49.1,10.9,10.6,5,0.5,19.8,1.7,0.5,6.5,4.3,21.6,34.1,30.9,40.3,59.7,67321,102160,0.211409395973154
"162","1",6523,37.712241,-122.031666,"Census Tract 4301.01, Alameda County, California",697200,2278,6.7,2.93,3.22,0,7.3,48.6,30.2,3.4,2.9,1.9,1.9,0,0,12.9,37.4,45.7,88.2,11.8,126532,147834,0.009657594381036
"163","1",2285,37.720897,-122.049457,"Census Tract 4301.02, Alameda County, California",684500,910,6.9,2.51,2.01,0,1.5,2,5.6,44.5,32.6,8.4,5.4,0,0,16.8,22.2,53.2,90.8,9.2,127344,137432,0.021978021978022
"164","1",6916,37.714765,-122.064495,"Census Tract 4302, Alameda County, California",637400,2398,6.6,2.81,2.92,0,1,5,23.3,11.2,12.9,35.2,8.1,0,0.5,13.6,51.1,28.9,93.3,6.7,100577,116303,0.0408673894912427
"165","1",3670,37.715635,-122.081571,"Census Tract 4303, Alameda County, California",642000,1337,6.7,2.68,4.31,2,0,7.9,5.8,2.5,16.9,52.6,12.2,0,1,11.7,44.4,36.6,85,15,100156,128783,0.0418848167539267
"166","1",2046,37.715623,-122.09421,"Census Tract 4304, Alameda County, California",618900,756,6.6,2.69,2.92,0,2.6,2.5,2,10.4,20.4,49.1,9.4,0,1.7,12.3,44.4,38.8,89.9,10.1,113333,135521,0
"167","1",6049,37.701711,-122.105916,"Census Tract 4305, Alameda County, California",545500,2134,5.1,2.66,2.67,1.5,0,4.2,3.7,10.3,27.5,30,18,3.2,2.5,45.1,38.8,7.4,62.2,37.8,65750,79627,0.0965323336457357
"168","1",5887,37.703598,-122.096691,"Census Tract 4306, Alameda County, California",587300,2187,6.3,2.82,2.14,0,2.5,15.9,5,17.7,21.9,26.8,5.9,0.5,4.8,13.9,39.9,34.2,88.4,11.6,86250,113495,0.0260631001371742
"169","1",3814,37.706165,-122.082551,"Census Tract 4307, Alameda County, California",583100,1380,5.8,2.85,2.36,0,2,4.8,10.7,4,13,34.4,26.9,0,1.8,22.9,52.2,14.7,74.9,25.1,101090,104916,0.0659420289855072
"170","1",5394,37.699006,-122.065672,"Census Tract 4308, Alameda County, California",490900,2179,5.5,2.72,2.25,1.6,3.8,3.7,3,16.3,11.7,35.3,15.7,0.6,10.7,21.5,53.6,11.1,74.6,25.4,78015,86983,0.0582836163377696
"171","1",4681,37.698365,-122.083533,"Census Tract 4309, Alameda County, California",443100,1866,4.1,2.31,2.42,0,2.1,3.6,5.7,25.7,30,19.2,8.5,2.7,22.3,60,13.2,1.1,18.4,81.6,51650,65844,0.0278670953912111
"172","1",2714,37.693136,-122.078141,"Census Tract 4310, Alameda County, California",387300,1169,3.9,2.28,2.8,0.8,0.7,11.5,4.4,18.7,19.5,23.7,15.3,0.9,39.5,33.4,25.5,0.6,31.4,68.6,56181,64661,0.0402053036783576
"173","1",3225,37.688063,-122.066213,"Census Tract 4311, Alameda County, California",418900,1373,4.5,2.46,2.21,1.4,2.9,5.2,3.9,19.3,28,19.6,19,2.6,15.9,52.7,26.6,2.3,34,66,54926,74465,0.0524399126001457
"174","1",5627,37.685328,-122.082131,"Census Tract 4312, Alameda County, California",376600,2675,4.4,2.15,2.09,1.2,0,10.4,24,14.2,6.4,14.8,27.4,2.6,19,46.9,26.2,5,46.5,53.5,46744,66106,0.074018691588785
"175","1",3770,37.7361,-122.147254,"Census Tract 4321, Alameda County, California",464000,1408,5.6,2.84,2.3,1.4,0,0,0,6.8,7.9,8.6,16.5,3.6,9.4,34.2,44.7,7.2,82.4,17.6,93220,100372,0.0482954545454545
"176","1",4080,37.732142,-122.156416,"Census Tract 4322, Alameda County, California",479900,1671,4.7,2.47,2.04,0,7.8,2,3.9,3.8,11.6,10.7,12.6,8.3,18.5,45.1,22,4.7,46.8,53.2,57400,75951,0.0927588270496709
"177","1",4656,37.731435,-122.1668,"Census Tract 4323, Alameda County, California",453300,1658,5.1,3.17,2.04,0.7,22.9,0,0.5,2.1,7.1,10,41,5.8,15.6,37.9,24.7,10.3,67.1,32.9,73906,87203,0.104342581423402
"178","1",5814,37.707114,-122.182202,"Census Tract 4324, Alameda County, California",417900,1806,5.1,3.44,3.46,1.8,0.6,0.3,8.2,5.3,23.5,32.2,25.6,0.6,8.7,28,50.1,10.4,45.1,54.9,58807,69723,0.0526024363233666
"179","1",4839,37.717452,-122.166407,"Census Tract 4325.01, Alameda County, California",451700,1456,4.9,3.11,3.78,1,1.5,1.4,1.5,2.1,24.8,32.2,28.2,5.3,6.7,26.4,51.1,8.9,59.9,40.1,54113,69996,0.00961538461538462
"180","1",4485,37.724403,-122.171991,"Census Tract 4325.02, Alameda County, California",427900,1450,4.8,4.22,3.13,0.8,6.5,10.6,11.6,4.6,8.2,15.2,39.1,0,12.6,36.8,37.4,11.9,54.2,45.8,72045,81636,0
"181","1",6842,37.722579,-122.153333,"Census Tract 4326, Alameda County, California",348900,2865,4,2.2,2.23,1,1.5,3.1,6.2,20.8,23.9,14.2,14.9,6.4,29.2,46.4,15.7,1,27.2,72.8,43916,52580,0.0425828970331588
"182","1",2478,37.726866,-122.142899,"Census Tract 4327, Alameda County, California",509000,1010,6.1,2.5,2.26,0,0,1.3,1.2,18.8,7.1,14.6,31.8,0,4.4,37.1,44.7,9.5,75.1,24.9,81613,97866,0.0910891089108911
"183","1",3729,37.720547,-122.129449,"Census Tract 4328, Alameda County, California",613700,1439,6.2,2.19,2.75,0,0,1.3,2.9,10,29.1,30.9,20.6,1.8,1.5,23,52.3,18.1,77.7,22.3,92550,103687,0.0583738707435719
"184","1",3832,37.715228,-122.135031,"Census Tract 4330, Alameda County, California",399100,1397,5.4,2.6,3.5,0,0,0,6.4,2.6,6.7,28.6,53.7,0.9,1.5,45.7,41.9,9.5,81.1,18.9,71271,82010,0.123120973514674
"185","1",3989,37.701242,-122.133506,"Census Tract 4331.02, Alameda County, California",419900,1338,5,3.14,3.11,0,1.3,3.1,16,10.1,8.6,17.9,36.4,3.5,4.5,40.9,31.6,13.4,59.9,40.1,70000,82716,0.038863976083707
"186","1",3530,37.709804,-122.137937,"Census Tract 4331.03, Alameda County, California",453000,1513,3.3,2.88,2.63,0.7,0,8.1,14.1,23.5,26.6,11.7,14.4,7.7,42.3,36.8,10.9,2.2,13.5,86.5,43078,45186,0.00660938532716457
"187","1",3760,37.715707,-122.146249,"Census Tract 4331.04, Alameda County, California",332100,1776,3.5,1.63,2.18,2.9,0.7,6.9,15.3,31,22.9,8.7,9.5,11.1,36.8,35.5,14.1,1.7,35.9,64.1,54772,70893,0.0692567567567568
"188","1",6897,37.697187,-122.140737,"Census Tract 4332, Alameda County, California",428400,2663,4.2,3.4,2.41,0,6.8,1,21,29.2,10,27.4,2.4,10.4,28.5,17.2,34.1,9.4,41.3,58.7,56517,67325,0.0461885092001502
"189","1",6834,37.696161,-122.154876,"Census Tract 4333, Alameda County, California",438900,2125,5.7,3.26,2.95,0,0.6,3.9,2.7,6,3.2,73,9.2,0,1.1,10.9,66.2,20.1,80.2,19.8,67017,80571,0.0131764705882353
"190","1",6305,37.687374,-122.168735,"Census Tract 4334, Alameda County, California",419200,2276,5.6,2.61,4.3,2.6,4.4,26.2,11.3,25.3,21.4,2.5,6.3,0,2.7,30.5,33.6,25.7,80.7,19.3,76473,82137,0.00922671353251318
"191","1",4352,37.684411,-122.154919,"Census Tract 4335, Alameda County, California",431300,1378,5.4,3.29,3.3,1.5,0,0.4,2.1,6.7,9.1,72.2,7.3,0,2.4,10.3,70,16.9,84.8,15.2,70625,84298,0.0283018867924528
"192","1",5978,37.685659,-122.144993,"Census Tract 4336, Alameda County, California",393700,2065,4.8,2.85,2.71,0.3,6.1,2,10.7,12.8,11.9,42,10.9,1.2,21.2,27.8,43.1,6.2,53.2,46.8,53937,67468,0.0300242130750605
"193","1",3182,37.687061,-122.113763,"Census Tract 4337, Alameda County, California",332300,1071,4.2,3.24,3.17,3.7,0.4,3.9,7.6,9.8,15.7,32.6,18.4,8.4,22.5,36.8,27.2,2.5,37.8,62.2,58351,64528,0.0700280112044818
"194","1",7369,37.699054,-122.122708,"Census Tract 4338, Alameda County, California",359600,2540,4.9,3.19,3.05,0,2.5,7.6,8.5,15.5,8.7,34.9,14,1.3,17.7,36.7,38.9,4.9,48.5,51.5,52330,66993,0.028740157480315
"195","1",6599,37.69849,-122.112872,"Census Tract 4339, Alameda County, California",281300,2357,4,2.67,3.15,2.7,4,3.2,16.5,22.1,23.4,11.8,14.3,2.8,24.9,51.1,16.9,4.2,31.3,68.7,44106,50639,0.119219346627068
"196","1",4884,37.692714,-122.110802,"Census Tract 4340, Alameda County, California",305600,1815,4.3,3.3,2.85,4,4.3,5.5,12.9,9.3,19.8,18,14,1.8,22,41.7,28.4,3.7,31.9,68.1,39567,56441,0.109641873278237
"197","1",5179,37.655166,-122.044197,"Census Tract 4351.02, Alameda County, California",598300,1569,6.1,2.76,2.25,7.1,0.8,26.1,32.1,16.7,9.9,2.7,0,1.6,9.4,19.8,30.7,27.7,79.8,20.2,107625,110460,0.0401529636711281
"198","1",6403,37.672746,-122.030251,"Census Tract 4351.03, Alameda County, California",758500,2107,7.5,3.13,2.34,8,14.8,46.8,3.8,18.3,2.5,1,1.6,2,0,2.9,29.6,49,88.7,11.3,136000,155885,0.0204081632653061
"199","1",5216,37.632281,-122.048879,"Census Tract 4351.04, Alameda County, California",434700,2102,4,2.99,2.76,0.8,5.8,18.9,23.3,21.6,19.5,5.9,1,0.6,26,49.4,15.7,3.5,28.8,71.2,55975,67402,0.127973358705994
"200","1",4140,37.68501,-122.051839,"Census Tract 4352, Alameda County, California",508400,1459,6.2,3.07,2.76,0.5,3.7,9.2,31,20.5,10.7,16.6,4.7,0.2,5.7,13.4,41.9,35.4,75.4,24.6,81659,90913,0.0520904729266621
"201","1",4479,37.68099,-122.065219,"Census Tract 4353, Alameda County, California",436900,1770,4.2,3.2,2.55,2.5,2.6,10.3,14.4,13.5,9.4,29.5,9.7,0,21.3,46.4,19.9,9.7,37.9,62.1,52444,58380,0.0926553672316384
"202","1",4503,37.673716,-122.082822,"Census Tract 4354, Alameda County, California",315400,2135,3.7,2.31,2.01,1.4,9,14.7,20.2,10.5,8,13,7,9.4,31.6,37.8,18.2,2.3,30.7,69.3,48873,64247,0.153629976580796
"203","1",3725,37.680417,-122.092731,"Census Tract 4355, Alameda County, California",335600,1487,4,3.88,1.98,0.6,0,3.4,15.4,10.2,23.5,20.2,15.5,4.7,34,37,21,2.8,31.8,68.2,45241,53805,0.162743779421654
"204","1",4902,37.674612,-122.102084,"Census Tract 4356.01, Alameda County, California",321800,1649,4.1,3.42,3.05,5.7,6.9,8.1,18.2,8.7,6.8,19,15.3,0.8,9.8,74.8,11.9,2.7,30.3,69.7,47630,57673,0.0406306852637962
"205","1",5329,37.681524,-122.106711,"Census Tract 4356.02, Alameda County, California",451300,1652,4.3,3.9,3.15,3.9,0,20.3,9.9,5.6,5.1,18.3,25,1.7,21.4,38.6,28.8,7.8,38.3,61.7,62609,67523,0.123486682808717
"206","1",4594,37.680214,-122.117376,"Census Tract 4357, Alameda County, California",361500,1535,5.1,2.98,3.32,2.7,0,3.5,11.3,4.4,5.9,54.1,15.3,1.2,8.9,22.7,56.9,8.9,70.6,29.4,72688,79366,0.0833876221498371
"207","1",5382,37.679065,-122.129811,"Census Tract 4358, Alameda County, California",387000,1646,5.7,3.33,3.91,1.8,1.8,6.9,2.4,0.9,0.5,7.2,73.8,0,1,6.8,73.5,16.8,77.1,22.9,75309,79121,0.0279465370595383
"208","1",5073,37.674658,-122.144092,"Census Tract 4359, Alameda County, California",436000,1666,5.8,2.95,4.4,0,0,3.5,4.7,7,5.8,68.6,9.8,0,0,9.5,70.9,17.5,83.6,16.4,68882,81325,0
"209","1",4557,37.668865,-122.136954,"Census Tract 4360, Alameda County, California",397700,1446,5.8,3.29,3.74,0.6,0.6,0.3,0.8,2.2,4.6,71.7,16.7,0,0,8.1,83.3,6.2,78.7,21.3,74228,79464,0.0408022130013831
"210","1",5261,37.672135,-122.123032,"Census Tract 4361, Alameda County, California",383600,1782,5.1,3.41,2.28,0.6,3.8,5.2,3.2,14.6,10.8,36.7,25.1,2.6,17.6,15.5,56.5,6.6,54.7,45.3,63438,67693,0
"211","1",3827,37.668488,-122.112151,"Census Tract 4362, Alameda County, California",407700,1238,4,2.55,3.25,13.7,5.4,7.7,15.8,6.5,22.6,9,11.1,0.4,21.6,56.3,18.5,2.6,17.5,82.5,41417,46830,0.0411954765751212
"212","1",7129,37.667098,-122.090944,"Census Tract 4363, Alameda County, California",371800,2177,4.3,3.28,3.3,10.7,13.2,5.2,4.3,9.7,8.8,20.6,18.2,1.3,14.1,50.9,29.9,2.5,31.1,68.9,53776,64589,0.062011943040882
"213","1",7042,37.671564,-122.06618,"Census Tract 4364.01, Alameda County, California",403000,3141,4.9,2.79,2.7,0.8,2.3,2.6,8.1,26.6,15.5,23.7,13.9,6.8,11.9,34.6,35.7,10.3,54.4,45.6,70655,90185,0.128621458134352
"214","1",2618,37.666646,-122.043477,"Census Tract 4364.02, Alameda County, California",649500,1065,7,2.79,4.47,1,0,6.9,8.6,27.8,25.1,29.5,0.4,0,0.3,2.9,38.6,40.6,95.6,4.4,122778,145725,0.047887323943662
"215","1",4583,37.659356,-122.070903,"Census Tract 4365, Alameda County, California",397800,1806,3.8,3.22,2.41,1.2,3,2.1,8.7,42.5,12.6,21.7,4.9,4.8,37,36.1,18.2,1.5,25.8,74.2,51523,62266,0.0692137320044297
"216","1",6091,37.656859,-122.078889,"Census Tract 4366.01, Alameda County, California",317100,1940,4.6,3.64,3.42,0,3.3,0.8,7.1,13.1,17.7,38.7,9.9,1.4,11.3,43.2,40.7,3,39.8,60.2,49105,55274,0.0520618556701031
"217","1",4571,37.651302,-122.084816,"Census Tract 4366.02, Alameda County, California",404600,1697,3.9,4.73,2.42,2.2,5.6,10.1,29,22.8,11.2,18.2,0.8,3.2,36.8,33.9,11,13.6,27.4,72.6,52854,59693,0.047142015321155
"218","1",3284,37.662083,-122.100425,"Census Tract 4367, Alameda County, California",290400,1065,4.6,3.41,3.31,0,17.5,4.4,4.5,9.3,8.5,48.9,4.6,5.5,18,42.2,31.6,2.6,56.7,43.3,60542,66046,0.0450704225352113
"219","1",4027,37.653836,-122.093603,"Census Tract 4368, Alameda County, California",383300,1391,5,3.24,2.95,0,0,13.4,6.9,8.8,17,40.6,11.1,3.6,25.7,17,38.7,9.5,49.9,50.1,71586,79895,0.0632638389647735
